work_id,work_title,token_index_id,chunk_id,clicked_surface_form,normalized_form,lexical_status,match_method,occurrence_count,lexicon_entry_id,surface_renderings,exported_statuses,exported_rendering_options,exported_source_names,exported_source_ids,exported_licenses,exported_claim_count,best_confidence,safe_min_confidence,safe_max_confidence,safe_export_status,safe_export_statuses,safe_export_rendering_options,safe_source_names,safe_source_ids,safe_licenses,export_status,notes,not_a_translation
orot,Orot,tok-520669d10742,chunk-005,הרמת,הרמת,matched,direct,2,lex-6d72c73af110,,Potential,to be high actively | to rise | raise (in various applications | literally | figuratively) | bring up | exalt (self) | extol | maggot | a height (as a seat of idolatry) | high place. | Ramoth-Gilad | a place East of the Jordan | Ramoth-gilead | Ramoth in Gilead. See also 7216 .,OpenScriptures morphHB | Wikidata Lexeme | OpenScriptures HebrewLexicon,H7311 | L218888 | H7413 | H7433,CC BY 4.0 | CC0,4,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-d7055eb76019,chunk-014,הרס,הרס,matched,direct,2,lex-d39b2e3b8469,,Potential,to pull down | in pieces | break | destroy | beat down | break (down | through) | overthrow | demolition | destruction.,OpenScriptures HebrewLexicon,H2040 | H2041,CC BY 4.0,2,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-e4386a97a928,chunk-015,הרע,הרע,matched,direct,10,lex-97d04311d254,,Potential,bad | (as noun) evil (natural | moral) | adversity | affliction | calamity | displease(-ure) | distress | an associate (more | less close) | brother | companion | fellow | friend | husband | lover | properly | to spoil (literally | by breaking to pieces) | figuratively | to make ( | be ) good for nothing | i.e. bad (physically | socially,OpenScriptures morphHB,H7451 | H7453 | H7489,CC BY 4.0,3,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-833644c43184,chunk-008,"הרע""","הרע""",unmatched,unmatched,1,,,,,,,,0,0,60,0,unresolved,,,,,,unresolved,No lexical entry yet.,true
orot,Orot,tok-e58fc530c648,chunk-015,הרעה,הרעה,matched,direct,4,lex-2d97ec89d3b4,,Potential,bad | (as noun) evil (natural | moral) | adversity | affliction | calamity | displease(-ure) | distress | to tend a flock | i.e. pasture it | intransitively | to graze (literally | figuratively) | generally to rule | by extension | to associate with (as a friend) | evil/malicious | to guide | evil/bad thing | a (male) companion | friend. | a female associate | companion | fellow. | breakage | broken | utterly. | properly | to spoil (literally | by breaking to pieces) | figuratively | to make ( | be ) good for nothing | i.e. bad (physically | socially,OpenScriptures morphHB | Wikidata Lexeme | OpenScriptures HebrewLexicon,H7451 | H7462 | L219004 | L219014 | L68149 | H7463 | H7464 | H7465 | H7489,CC BY 4.0 | CC0,9,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-3d0057554f3e,chunk-004,הרעות,הרעות,matched,direct,8,lex-61f03fde1209,,Potential,bad | (as noun) evil (natural | moral) | adversity | affliction | calamity | displease(-ure) | distress | properly | to spoil (literally | by breaking to pieces) | figuratively | to make ( | be ) good for nothing | i.e. bad (physically | socially | evil/malicious | evil/bad thing | to tend a flock | i.e. pasture it | intransitively | to graze (literally | figuratively) | generally to rule | by extension | to associate with (as a friend) | a female associate | companion | fellow. | generally an additional one | another | mate | neighbour. | a feeding upon | i.e. grasping after | vexation. | desire | pleasure | will.,OpenScriptures morphHB | Wikidata Lexeme | OpenScriptures HebrewLexicon,H7451 | H7489 | L219004 | L68149 | H7462 | H7464 | H7468 | H7469 | H7470,CC BY 4.0 | CC0,9,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-079084b50857,chunk-000,הרעיון,הרעיונ,matched,direct,40,lex-998493bb2502,,Potential,desire | vexation. | a grasp . i.e. (figuratively) mental conception | cogitation | thought.,OpenScriptures HebrewLexicon,H7475 | H7476,CC BY 4.0,2,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-611421e04431,chunk-006,הרעיונות,הרעיונות,matched,direct,8,lex-0148987b1d59,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-09e754ca40ff,chunk-000,הרעיוני,הרעיוני,matched,direct,1,lex-d7e7397297ac,,Potential,a grasp . i.e. (figuratively) mental conception | cogitation | thought.,OpenScriptures HebrewLexicon,H7476,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-e194a916a854,chunk-015,הרעים,הרעימ,matched,direct,8,lex-b1c2ed11bcb4,,Potential,bad | (as noun) evil (natural | moral) | adversity | affliction | calamity | displease(-ure) | distress | to tend a flock | i.e. pasture it | intransitively | to graze (literally | figuratively) | generally to rule | by extension | to associate with (as a friend) | pastoral | as noun | a shepherd | shipherd. | to tumble | i.e. be violently agitated | specifically | to crash (of thunder) | figuratively | to irritate (with anger) | make to fret | roar | evil/malicious | trouble/a calamity | an associate (more | less close) | brother | companion | fellow | friend | husband | lover,OpenScriptures morphHB | OpenScriptures HebrewLexicon | Wikidata Lexeme,H7451 | H7462 | H7473 | H7481 | L219004 | L68147 | H7453,CC BY 4.0 | CC0,7,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-c920663bb81d,chunk-013,הרענן,הרעננ,matched,direct,3,lex-35240c4f79a5,,Potential,green | i.e. (figuratively) prosperous | flourishing. | verdant | by analogy | new | figuratively | prosperous,OpenScriptures HebrewLexicon,H7487 | H7488,CC BY 4.0,2,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-882640aef6d8,chunk-009,הרעננה,הרעננה,matched,direct,5,lex-223b7086ffee,,Potential,verdant | by analogy | new | figuratively | prosperous | green | flourishing.,OpenScriptures HebrewLexicon,H7488,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-80db6ddb0561,chunk-008,הרעננות,הרעננות,matched,direct,1,lex-b76aeeb0f177,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-8b1f25431d59,chunk-009,הרף,הרפ,matched,direct,1,lex-c34ba7159d1d,,Potential,to slacken (in many applications | literal | figurative) | abate | cease | consume | draw (toward evening) | fail,OpenScriptures HebrewLexicon,H7503,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-da919432e9dc,chunk-014,הרפואה,הרפואה,matched,direct,1,lex-740f9c604a53,,Strict Hebrew,medicine,Wikidata Lexeme,L68160,CC0,1,93,60,93,safe_options_min60,Strict Hebrew,medicine,Wikidata Lexeme,L68160,CC0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-45a2038f2e4e,chunk-004,הרפוד,הרפוד,matched,direct,1,lex-f3582a43fd92,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-62184fd5639d,chunk-006,הרפיון,הרפיונ,matched,direct,1,lex-45234eb18520,,Potential,slackness | feebleness.,OpenScriptures HebrewLexicon,H7510,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-65587485925b,chunk-006,הרפש,הרפש,matched,direct,1,lex-ed35a591d263,,Potential,to trample | i.e. roil water | foul | trouble. | mud (as roiled ) | mire.,OpenScriptures HebrewLexicon,H7515 | H7516,CC BY 4.0,2,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-e5098d12e5a7,chunk-015,הרצאותיה,הרצאותיה,matched,direct,1,lex-1c719c4a71b6,,Strict Hebrew,"lecture, oral presentation intended to present information or teach people about a particular subject | lecture",Wikidata Lexeme,L64936,CC0,1,93,60,93,safe_options_min60,Strict Hebrew,"lecture, oral presentation intended to present information or teach people about a particular subject | lecture",Wikidata Lexeme,L64936,CC0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-9326a35eebba,chunk-009,הרצויה,הרצויה,unmatched,unmatched,1,,,,,,,,0,0,60,0,unresolved,,,,,,unresolved,No lexical entry yet.,true
orot,Orot,tok-4f7dbe714684,chunk-005,הרצון,הרצונ,matched,direct,21,lex-bf7a16c9579a,,Potential,delight (especially as shown) | (be) acceptable(-ance | -ed) | delight | desire | favour | (good) pleasure | (own,OpenScriptures HebrewLexicon,H7522,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-eac3e64b48fb,chunk-015,הרצונות,הרצונות,matched,direct,1,lex-75f46ce6d03e,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-81458dcc9f7d,chunk-008,הרצונית,הרצונית,unmatched,unmatched,1,,,,,,,,0,0,60,0,unresolved,,,,,,unresolved,No lexical entry yet.,true
orot,Orot,tok-af01920a4344,chunk-011,הרצח,הרצח,matched,direct,2,lex-46b80cf84e6e,,Strict Hebrew | Potential,properly | to dash in pieces | i.e. kill (a human being) | especially to murder | put to death | kill | (man-) slay(-er) | murder(-er).,OpenScriptures morphHB,H7523,CC BY 4.0,3,95,60,95,safe_options_min60,Strict Hebrew,properly | to dash in pieces | i.e. kill (a human being) | especially to murder | put to death | kill | (man-) slay(-er) | murder(-er).,OpenScriptures morphHB,H7523,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-e53f9fb5bfef,chunk-015,הרציונליות,הרציונליות,matched,direct,1,lex-fd68297ead10,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-1111c9910ede,chunk-001,הרציני,הרציני,matched,direct,1,lex-923eb2e49862,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-820142ad0853,chunk-008,הרקבון,הרקבונ,matched,direct,1,lex-8fe39b095219,,Potential,decay (by caries) | rotten.,OpenScriptures HebrewLexicon,H7539,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-616ff1c8133b,chunk-006,הרקניות,הרקניות,unmatched,unmatched,1,,,,,,,,0,0,60,0,unresolved,,,,,,unresolved,No lexical entry yet.,true
orot,Orot,tok-8bcc2a45fb48,chunk-009,הררי,הררי,matched,direct,1,lex-9579665f1c11,,Potential,"mountain, large landform that stretches above the surrounding land | mountain | a mountain | hill | mount(-ain). | Hararite.",Wikidata Lexeme | OpenScriptures morphHB | OpenScriptures HebrewLexicon,L64925 | H2042 | H2043,CC0 | CC BY 4.0,3,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-5276a4176c86,chunk-005,הרשום,הרשומ,matched,direct,1,lex-61ef0565afc7,,Strict Hebrew | Potential,to record | note.,OpenScriptures morphHB,H7559,CC BY 4.0,2,95,60,95,safe_options_min60,Strict Hebrew,to record | note.,OpenScriptures morphHB,H7559,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-3eb29ed34942,chunk-004,הרשמיים,הרשמיימ,matched,direct,1,lex-02df7120d47a,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-16c9919fbd54,chunk-001,הרשמית,הרשמית,matched,direct,1,lex-9926516c1106,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-9c3d4537bc27,chunk-010,הרשע,הרשע,matched,direct,4,lex-fb173533c631,,Potential,a wrong (especially moral) | iniquity | wicked(-ness). | morally wrong | concretely | an (actively) bad person | condemned | guilty | ungodly | wicked (man) | that did wrong. | to be (causatively | do | declare ) wrong | by implication | to disturb | violate | condemn | make trouble,OpenScriptures HebrewLexicon | OpenScriptures morphHB,H7562 | H7563 | H7561,CC BY 4.0,3,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-1ac5ec41ac70,chunk-001,הרשעה,הרשעה,matched,direct,17,lex-41cd9fbe4d06,,Potential,morally wrong | concretely | an (actively) bad person | condemned | guilty | ungodly | wicked (man) | that did wrong. | wrong (especially moral) | fault | wickedly(-ness).,OpenScriptures morphHB | OpenScriptures HebrewLexicon,H7563 | H7564,CC BY 4.0,2,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-5e0f1ef19512,chunk-006,הרשעות,הרשעות,matched,direct,2,lex-b98f6cc695af,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-bb28e7a5d3cd,chunk-012,הרשעיות,הרשעיות,unmatched,unmatched,2,,,,,,,,0,0,60,0,unresolved,,,,,,unresolved,No lexical entry yet.,true
orot,Orot,tok-d0645f5b2a57,chunk-014,הרשעים,הרשעימ,matched,direct,6,lex-1a7f013b354d,,Strict Hebrew | Potential,morally wrong | concretely | an (actively) bad person | condemned | guilty | ungodly | wicked (man) | that did wrong.,OpenScriptures morphHB,H7563,CC BY 4.0,2,95,60,95,safe_options_min60,Strict Hebrew,morally wrong | concretely | an (actively) bad person | condemned | guilty | ungodly | wicked (man) | that did wrong.,OpenScriptures morphHB,H7563,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-1b18c9d9aa33,chunk-001,הרשפים,הרשפימ,matched,direct,1,lex-0824431ff59b,,Strict Hebrew,a live coal | by analogy lightning | figuratively | an arrow | (as flashing through the air) | specifically | fever | arrow,OpenScriptures morphHB,H7565,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,a live coal | by analogy lightning | figuratively | an arrow | (as flashing through the air) | specifically | fever | arrow,OpenScriptures morphHB,H7565,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-2c8e52b220a7,chunk-002,הרת,הרת,matched,direct,2,lex-fbdd2cfb6178,,Potential,pregnant | (be | woman) with child | conceive | × great.,OpenScriptures HebrewLexicon,H2030,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-914b77d72836,chunk-009,השאובים,השאובימ,matched,direct,1,lex-3c093a2fbad1,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-6a4088717a9c,chunk-007,השאיפה,השאיפה,matched,direct,13,lex-f3a355ae1d0f,,Potential,sieve | an ephah | measure for grain | hence | a measure in general | ephah | (divers) measure(-s). | what place? | also (of time) when? | (of means) how? | what manner | where.,Wikidata Lexeme | OpenScriptures morphHB | OpenScriptures HebrewLexicon,L63914 | H374 | H375,CC0 | CC BY 4.0,3,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-2b30ff13a60e,chunk-002,השאיפות,השאיפות,matched,direct,2,lex-2fb588c16469,,Potential,sieve,Wikidata Lexeme,L63914,CC0,1,63,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-facb4887eb73,chunk-016,השאלה,השאלה,matched,direct,2,lex-2c593457f83b,,Potential,a petition | by implication | a loan | loan | petition | request. | tree of the genus Pistacia | club | these. | to bewail | lament. | properly | to adjure | i.e. (usually in a bad sense) imprecate | adjure | curse | swear. | an imprecation | cursing | execration | oath | swearing. | an oak | other strong tree | elm | oak | teil-tree. | God | god. | oak.,OpenScriptures morphHB | Wikidata Lexeme | OpenScriptures HebrewLexicon,H7596 | L1334075 | L63940 | H412 | H421 | H422 | H423 | H424 | H426 | H427,CC BY 4.0 | CC0,10,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-189eb3e9a931,chunk-001,השאלות,השאלות,matched,direct,2,lex-1cc397e6b406,,Potential,club | Eloth | Elath | a place on the Red Sea | Eloth. | properly | to adjure | i.e. (usually in a bad sense) imprecate | adjure | curse | swear. | an imprecation | cursing | execration | oath | swearing.,Wikidata Lexeme | OpenScriptures HebrewLexicon,L63940 | H359 | H422 | H423,CC0 | CC BY 4.0,4,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-56e6eb67c74d,chunk-005,השב,השב,matched,direct,1,lex-5cb1811d10ee,,Potential,to turn back (hence | away) transitively | intransitively | literally | figuratively (not necessarily with the idea of return to the starting point) | generally to retreat | often adverbial | again,OpenScriptures morphHB,H7725,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-e3b5be30e6f7,chunk-015,השבה,השבה,matched,direct,2,lex-fd6f33fba6b6,,Potential,to turn back (hence | away) transitively | intransitively | literally | figuratively (not necessarily with the idea of return to the starting point) | generally to retreat | often adverbial | again | to return | to capture | properly | to sit down (specifically as judge. in ambush | in quiet) | by implication | to dwell | to remain | causatively | to settle | to transport into captivity | (bring away | carry | carry away | lead | lead away | take) captive(-s) | drive (take) away.,OpenScriptures morphHB | Wikidata Lexeme,H7725 | L219195 | L219198 | H3427 | H7617,CC BY 4.0 | CC0,5,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-1011e2f62657,chunk-001,השבטים,השבטימ,matched,direct,3,lex-4a149b61a8f1,,Strict Hebrew,a scion | i.e. (literally) a stick (for punishing | writing | fighting | ruling | walking | etc.) | (figuratively) a clan,OpenScriptures morphHB,H7626,CC BY 4.0,1,95,60,95,safe_options_min60,Strict Hebrew,a scion | i.e. (literally) a stick (for punishing | writing | fighting | ruling | walking | etc.) | (figuratively) a clan,OpenScriptures morphHB,H7626,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-452488a4f6c2,chunk-004,השבטית,השבטית,matched,direct,1,lex-418ad1bbf379,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-a5dbfab2c57f,chunk-011,השביעה,השביעה,matched,direct,1,lex-d4992bd120a4,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-c25d43b15fbb,chunk-013,השביתה,השביתה,matched,direct,1,lex-853412e6b89a,,Potential,a house (in the greatest variation of applications | especially family | etc.) | court | daughter | door | + dungeon | family | house.,OpenScriptures morphHB,H1004 | H1005,CC BY 4.0,2,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-4cf974a5a9d1,chunk-005,השברים,השברימ,matched,direct,1,lex-3fb96da8f63d,,Strict Hebrew | Potential,Shebarim | a place in Palestine | Shebarim.,OpenScriptures morphHB,H7671,CC BY 4.0,3,95,60,95,safe_options_min60,Strict Hebrew,Shebarim | a place in Palestine | Shebarim.,OpenScriptures morphHB,H7671,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-ad5bcd207abc,chunk-011,השבת,השבת,matched,direct,1,lex-e98b63153277,,Potential,properly | to sit down (specifically as judge. in ambush | in quiet) | by implication | to dwell | to remain | causatively | to settle | to repose | i.e. desist from exertion | used in many implied relations (causative | figurative | specific) | (cause to | let | make to) cease | session | but used also concretely | an abode | locality | place | seat. Compare 3429 . | intermission | i.e (specifically) the Sabbath | ( every) sabbath. | to turn back (hence | away) transitively | intransitively | literally | figuratively (not necessarily with the idea of return to the starting point) | generally to retreat | often adverbial | again | to return | Anethum | rest | interruption | cessation | cease | sit still | loss of time.,OpenScriptures morphHB | OpenScriptures HebrewLexicon | Wikidata Lexeme,H3427 | H7673 | H7675 | H7676 | H7725 | L219195 | L7126 | H7674,CC BY 4.0 | CC0,8,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-438eb2d30e3d,chunk-004,השגה,השגה,matched,direct,1,lex-43319ebee7a8,,Potential,Shage | an Israelite | Shage. | to enlarge (especially upward | also figuratively) | grow (up) | increase. | to stray (causatively | mislead ) | usually (figuratively) to mistake | especially (morally) to transgress | by extension (through the idea of intoxication) to reel | (figuratively) be enraptured | (cause to) go astray | deceive,OpenScriptures morphHB | OpenScriptures HebrewLexicon,H7681 | H7685 | H7686,CC BY 4.0,3,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-bf63ecf50d7a,chunk-012,השגתה,השגתה,matched,direct,1,lex-28b96b29fae7,,Potential,Gath | a Philistine city | Gath.,OpenScriptures morphHB,H1661,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-2f6af5b8bfeb,chunk-003,השדה,השדה,matched,direct,2,lex-fb7cd7b0f5a2,,Strict Hebrew | Potential,a field (as flat) | country | field | ground | land | soil | × wild.,OpenScriptures morphHB,H7704,CC BY 4.0,2,95,60,95,safe_options_min60,Strict Hebrew,a field (as flat) | country | field | ground | land | soil | × wild.,OpenScriptures morphHB,H7704,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-4ee826c0d56b,chunk-005,השדרות,השדרות,matched,direct,7,lex-f676db9ebed6,,Strict Hebrew | Potential,a row | i.e. rank (of soldiers) | story (of rooms) | board | range.,OpenScriptures morphHB,H7713,CC BY 4.0,2,95,60,95,safe_options_min60,Strict Hebrew,a row | i.e. rank (of soldiers) | story (of rooms) | board | range.,OpenScriptures morphHB,H7713,CC BY 4.0,source_backed_strict_options,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
orot,Orot,tok-af86ab9f0fa0,chunk-011,השואף,השואפ,matched,direct,3,lex-bdef448c5571,,Potential,meaning accession (used as an adverb | conjunction) | also | yea | adversatively though | + although | and (furthermore | yet) | also. | properly | the nose | nostril | hence | the face | and occasionally a person | also (from the rapid breathing in passion) ire | anger(-gry) | to inhale eagerly | figuratively | to cover | by implication | to be angry | also to hasten | desire (earnestly) | devour,OpenScriptures HebrewLexicon | OpenScriptures morphHB,H637 | H638 | H639 | H7602,CC BY 4.0,4,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-43c4c0a438c8,chunk-004,השואפת,השואפת,matched,direct,1,lex-6a6a98e4054a,,Potential,to open | i.e. be (causatively | make ) roomy | usually figuratively (in a mental | moral sense) to be (causatively | make ) simple | (in a sinister way) delude | allure,OpenScriptures morphHB,H6601,CC BY 4.0,1,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-671fa324c992,chunk-006,השוה,השוה,matched,direct,4,lex-f09e25285d2d,,Potential,equal | to match/be equal to | to give (an appearance) | properly | to level | i.e. equalize | figuratively | to resemble | by implication | to adjust (i.e. counterbalance | be suitable | to destroy | × substance (from the margin). | make like.,Wikidata Lexeme | OpenScriptures HebrewLexicon,L1368445 | L219285 | L219485 | H7737 | H7738 | H7739,CC0 | CC BY 4.0,6,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-8568138ce5ff,chunk-008,השווי,השווי,matched,direct,1,lex-ac12785959fd,,Potential,equal | to match/be equal to | to give (an appearance) | a hook (the name of the sixth Hebrew letter) | hook.,Wikidata Lexeme | OpenScriptures morphHB,L1368445 | L219285 | L219485 | H2053,CC0 | CC BY 4.0,4,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
orot,Orot,tok-0603c4fe470b,chunk-000,השוויות,השוויות,unmatched,unmatched,1,,,,,,,,0,0,60,0,unresolved,,,,,,unresolved,No lexical entry yet.,true
orot,Orot,tok-0a2c0bd58abd,chunk-000,השוטפים,השוטפימ,matched,direct,2,lex-5902e8281c85,,,,,,,0,0,60,0,matched_no_public_claim_exported,,,,,,matched_no_public_claim_exported,"Token is matched internally, but no public source-backed rendering row was exported.",true
orot,Orot,tok-f028862e6acb,chunk-016,השוכן,השוכנ,matched,direct,4,lex-b53b324830e5,,Potential,properly | set upright | hence (figuratively as adjective) just | but usually (as adverb | conjunction) rightly | so (in various applications to manner | time and relation | often with other particles) | so | thus.,OpenScriptures morphHB,H3651 | H3652,CC BY 4.0,2,65,60,0,no_safe_option_min60,,,,,,source_backed_non_strict_options,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
