work_id,work_title,token_index_id,chunk_id,clicked_surface_form,normalized_form,lexical_status,match_method,occurrence_count,safe_min_confidence,safe_max_confidence,safe_export_status,safe_export_statuses,safe_export_rendering_options,safe_source_names,safe_source_ids,safe_licenses,best_confidence_any_public_claim,all_exported_statuses,all_exported_rendering_options,all_exported_licenses,notes,not_a_translation
aggadat-bereshit,Aggadat Bereshit,tok-919f219ad8c7,aggadat-bereshit-004,בשרו,בשרו,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-e6408cd2c4a0,aggadat-bereshit-007,בשריפה,בשריפה,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-32898e3c194e,aggadat-bereshit-001,בשרם,בשרמ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-6a7bf7d1cb9b,aggadat-bereshit-003,בשש,בשש,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-7ed83aaf83eb,aggadat-bereshit-004,בששון,בששונ,matched,affix_parser,2,60,91,safe_options_min60,Strict Hebrew,in cheerfulness | with cheerfulness | by cheerfulness | in welcome | with welcome | by welcome | in gladness | with gladness | cheerfulness | specifically | welcome | gladness | joy | mirth | rejoicing.,OpenScriptures HebrewLexicon,H8342,CC BY 4.0,91,Strict Hebrew,in cheerfulness | with cheerfulness | by cheerfulness | in welcome | with welcome | by welcome | in gladness | with gladness | cheerfulness | specifically | welcome | gladness | joy | mirth | rejoicing.,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-8f3bad64f397,aggadat-bereshit-004,בת,בת,matched,direct,8,60,0,no_safe_option_min60,,,,,,65,Potential | Related,a daughter (used in the same wide sense as other terms of relationship | literally and figuratively) | apple (of the eye) | branch | company | daughter | × first | × old | a bath | Hebrew measure (as a means of division ) of liquids | bath. | the daughter (i.e. city) of Rabbah | Bath-rabbim. | Bath-Sheba | the mother of Solomon | Bath-sheba. | Bath-shua | Bath-shua. | to lodge over night | pass the night.,CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-28bf9a530dc8,aggadat-bereshit-001,בתבל,בתבל,matched,direct,5,60,95,safe_options_min60,Strict Hebrew,the earth (as moist and therefore inhabited) | by extension | the globe | by implication | its inhabitants | specifically | a particular land | as Babylonia,OpenScriptures HebrewLexicon,H8398,CC BY 4.0,95,Strict Hebrew | Potential,the earth (as moist and therefore inhabited) | by extension | the globe | by implication | its inhabitants | specifically | a particular land | as Babylonia,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-4a5d04d7bd4f,aggadat-bereshit-002,בתהומות,בתהומות,matched,direct,1,60,95,safe_options_min60,Strict Hebrew,an abyss (as a surging mass of water) | especially the deep (the main sea | the subterranean watersupply) | deep (place) | depth.,OpenScriptures HebrewLexicon,H8415,CC BY 4.0,95,Strict Hebrew,an abyss (as a surging mass of water) | especially the deep (the main sea | the subterranean watersupply) | deep (place) | depth.,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-dcc3f159d6e7,aggadat-bereshit-007,בתו,בתו,unmatched,unmatched,6,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-5bda33179f5f,aggadat-bereshit-003,בתואר,בתואר,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-caca54cd08ea,aggadat-bereshit-006,בתוך,בתוכ,matched,direct,3,60,95,safe_options_min60,Strict Hebrew,a bisection | i.e. (by implication) the centre | among(-st) | × between | half | × (there- | where-) | in(-to),OpenScriptures morphHB,H8432,CC BY 4.0,95,Strict Hebrew | Potential,a bisection | i.e. (by implication) the centre | among(-st) | × between | half | × (there- | where-) | in(-to),CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-19c89ca896b1,aggadat-bereshit-000,בתוכה,בתוכה,matched,direct,2,60,95,safe_options_min60,Strict Hebrew,a bisection | i.e. (by implication) the centre | among(-st) | × between | half | × (there- | where-) | in(-to),OpenScriptures morphHB,H8432,CC BY 4.0,95,Strict Hebrew,a bisection | i.e. (by implication) the centre | among(-st) | × between | half | × (there- | where-) | in(-to),CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-033d340a1b88,aggadat-bereshit-000,בתוככם,בתוככמ,matched,direct,2,60,95,safe_options_min60,Strict Hebrew,a bisection | i.e. (by implication) the centre | among(-st) | × between | half | × (there- | where-) | in(-to),OpenScriptures morphHB,H8432,CC BY 4.0,95,Strict Hebrew,a bisection | i.e. (by implication) the centre | among(-st) | × between | half | × (there- | where-) | in(-to),CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-8acb590aa173,aggadat-bereshit-004,בתוכם,בתוכמ,matched,direct,1,60,95,safe_options_min60,Strict Hebrew,a bisection | i.e. (by implication) the centre | among(-st) | × between | half | × (there- | where-) | in(-to),OpenScriptures morphHB,H8432,CC BY 4.0,95,Strict Hebrew,a bisection | i.e. (by implication) the centre | among(-st) | × between | half | × (there- | where-) | in(-to),CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-902474fa7d69,aggadat-bereshit-004,בתומו,בתומו,matched,direct,2,60,93,safe_options_min60,Strict Hebrew,Tom,Wikidata Lexeme,L220260,CC0,93,Strict Hebrew,Tom,CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-0c582d78f514,aggadat-bereshit-000,בתורה,בתורה,matched,direct,17,60,95,safe_options_min60,Strict Hebrew,a precept | statute | especially the Decalogue | Pentateuch | law.,OpenScriptures morphHB,H8451,CC BY 4.0,95,Strict Hebrew | Potential,a precept | statute | especially the Decalogue | Pentateuch | law.,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-c5813840a596,aggadat-bereshit-006,בתורתו,בתורתו,matched,affix_parser,1,60,91,safe_options_min60,Strict Hebrew,in a precept | with a precept | by a precept | in statute | with statute | by statute | in especially the Decalogue | with especially the Decalogue | a precept | statute | especially the Decalogue | Pentateuch | law.,OpenScriptures morphHB,H8451,CC BY 4.0,91,Strict Hebrew,in a precept | with a precept | by a precept | in statute | with statute | by statute | in especially the Decalogue | with especially the Decalogue | a precept | statute | especially the Decalogue | Pentateuch | law.,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-1314acc21537,aggadat-bereshit-000,בתחומו,בתחומו,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-44f7a9cf5690,aggadat-bereshit-002,בתחומך,בתחומכ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-401f8c95fc17,aggadat-bereshit-002,בתחילה,בתחילה,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-39e24e608565,aggadat-bereshit-001,בתחלה,בתחלה,matched,direct,1,60,95,safe_options_min60,Strict Hebrew,a commencement | relatively original (adverb | -ly) | begin(-ning) | first (time).,OpenScriptures morphHB,H8462,CC BY 4.0,95,Strict Hebrew,a commencement | relatively original (adverb | -ly) | begin(-ning) | first (time).,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-bb3ef31594b0,aggadat-bereshit-006,בתי,בתי,matched,direct,1,60,0,no_safe_option_min60,,,,,,65,Potential,"byte | home, dwelling-place used as a permanent residence | home | house | a house (in the greatest variation of applications | especially family | etc.) | court | daughter | door | + dungeon | family | house. | a daughter (used in the same wide sense as other terms of relationship | literally and figuratively) | apple (of the eye) | branch | company | × first | × old",CC0 | CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-87148eea05d8,aggadat-bereshit-004,בתיבה,בתיבה,unmatched,unmatched,3,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-43ff271c22a6,aggadat-bereshit-002,בתיהם,בתיהמ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-a5982fe21167,aggadat-bereshit-005,בתמר,בתמר,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-cda25c64b9ff,aggadat-bereshit-007,בתנאין,בתנאינ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-4f142d807816,aggadat-bereshit-002,בתעלה,בתעלה,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-e81c2544a923,aggadat-bereshit-007,בתפילה,בתפילה,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-8dfbbe687af3,aggadat-bereshit-004,בתפילת,בתפילת,matched,direct,1,60,93,safe_options_min60,Strict Hebrew,Jewish prayer,Wikidata Lexeme,L68714,CC0,93,Strict Hebrew,Jewish prayer,CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-79849d326d30,aggadat-bereshit-004,בתפילתו,בתפילתו,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-a75100cda5a8,aggadat-bereshit-005,בתשמיש,בתשמיש,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-a17f58e13fd6,aggadat-bereshit-005,ג,ג,matched,direct,195,60,0,no_safe_option_min60,,,,,,52,Potential,"Gimel: the third letter of the Hebrew alphabet, after ב and before ד. | The numeral 3 in Hebrew numbering.",CC BY-SA 4.0 / GFDL,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-43b424cab291,aggadat-bereshit-002,ג׳,ג׳,unmatched,unmatched,3,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-46e7210760da,aggadat-bereshit-002,גאל,גאל,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-0341b7899274,aggadat-bereshit-000,גאלם,גאלמ,matched,direct,1,60,95,safe_options_min60,Strict Hebrew,to redeem (according to the Oriental law of kinship) | i.e. to be the next of kin (and as such to buy back a relative's property | marry his widow | etc.) | × in any wise | × at all | avenger | deliver,OpenScriptures morphHB,H1350,CC BY 4.0,95,Strict Hebrew,to redeem (according to the Oriental law of kinship) | i.e. to be the next of kin (and as such to buy back a relative's property | marry his widow | etc.) | × in any wise | × at all | avenger | deliver,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-ae622a8cb6b7,aggadat-bereshit-005,גאלן,גאלנ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-72a30ba9c6b5,aggadat-bereshit-003,גאלת,גאלת,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-f295efb023b5,aggadat-bereshit-008,גאלתיך,גאלתיכ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-c2953016aece,aggadat-bereshit-006,גבה,גבה,matched,direct,1,60,0,no_safe_option_min60,,,,,,65,Potential,"eyebrow, facial feature | eyebrow | back. | to soar | i.e. be lofty | figuratively | to be haughty | exalt | be haughty | be (make) high(-er) | lift up | lofty (literally | figuratively) | high | proud. | elation | grandeur | arrogance | excellency | haughty | height | loftiness | elevated ( | elated) | powerful | arrogant | high(-er) | lofty",CC0 | CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-7e2842c7ccb7,aggadat-bereshit-004,גבוה,גבוה,matched,direct,7,60,0,no_safe_option_min60,,,,,,52,Potential,"high; tall: having a great height. | high, large",CC BY-SA 4.0 / GFDL,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-f0c3bbbaa58f,aggadat-bereshit-008,גבור,גבור,matched,direct,10,60,93,safe_options_min60,Strict Hebrew,"hero, person who displays characteristics of heroism | hero",Wikidata Lexeme,L64422,CC0,93,Strict Hebrew | Potential,"hero, person who displays characteristics of heroism | hero",CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-274ecdea47c9,aggadat-bereshit-001,גבורה,גבורה,matched,direct,4,60,0,no_safe_option_min60,,,,,,65,Potential,force (literally | figuratively) | by implication | valor | victory | force | mastery | might | power | might.,CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-6ff7f92da7ba,aggadat-bereshit-003,גבורות,גבורות,unmatched,unmatched,3,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-33b78f2f1782,aggadat-bereshit-001,גבורים,גבורימ,matched,direct,1,60,95,safe_options_min60,Strict Hebrew,powerful | by implication | warrior | tyrant | champion | chief | × excel | giant,OpenScriptures HebrewLexicon,H1368,CC BY 4.0,95,Strict Hebrew,powerful | by implication | warrior | tyrant | champion | chief | × excel | giant,CC BY 4.0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-9b84bbd2a424,aggadat-bereshit-005,גבורתי,גבורתי,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-72b2a6575a2f,aggadat-bereshit-003,גבי,גבי,matched,direct,3,60,0,no_safe_option_min60,,,,,,65,Potential,back | the back (as rounded) | by analogy | the top | rim | a boss | a vault | arch of eye | bulwarks | back. | Gabbai | an Israelite | Gabbai. | the locust (from its grubbing as a larvae) | grasshopper | × great.,CC0 | CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-fbbdb5faed05,aggadat-bereshit-008,גביו,גביו,matched,direct,1,60,0,no_safe_option_min60,,,,,,52,Potential,cistern,CC BY-SA 4.0 / GFDL,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-21de769b26b8,aggadat-bereshit-001,גביר,גביר,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-b51ccba13859,aggadat-bereshit-006,גביתי,גביתי,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-2e7f37f2fa0e,aggadat-bereshit-001,גבל,גבל,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-d8a654650388,aggadat-bereshit-007,גבעה,גבעה,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-5c2ce823df7d,aggadat-bereshit-003,גבעת,גבעת,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-30d7cc2b9c43,aggadat-bereshit-001,גבר,גבר,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-692251cae55a,aggadat-bereshit-003,גבריאל,גבריאל,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-5f3300e9caf4,aggadat-bereshit-003,גג,גג,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-aa40a1146f7f,aggadat-bereshit-005,גד,גד,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-96d1e3037c7d,aggadat-bereshit-005,גדוד,גדוד,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-92d2c128584d,aggadat-bereshit-004,גדול,גדול,matched,direct,42,60,0,no_safe_option_min60,,,,,,65,Potential,big/large | tumor | great (in any sense) | hence | older | also insolent | aloud | elder(-est) | exceeding(-ly) | far,CC0 | CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-50520ef2518d,aggadat-bereshit-002,גדולה,גדולה,matched,direct,7,60,0,no_safe_option_min60,,,,,,65,Potential,big/large | great (in any sense) | hence | older | also insolent | aloud | elder(-est) | exceeding(-ly) | far | greatness | (concretely) mighty acts | dignity | great things(-ness) | majesty.,CC0 | CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-855f2a1be2dc,aggadat-bereshit-004,גדולות,גדולות,matched,direct,1,60,93,safe_options_min60,Strict Hebrew,big/large,Wikidata Lexeme,L206047,CC0,93,Strict Hebrew,big/large,CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-ec38ef867b09,aggadat-bereshit-008,גדולים,גדולימ,matched,direct,10,60,0,no_safe_option_min60,,,,,,65,Potential,big/large | tumor | great (in any sense) | hence | older | also insolent | aloud | elder(-est) | exceeding(-ly) | far,CC0 | CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-7487393820ec,aggadat-bereshit-003,גדל,גדל,matched,direct,5,60,0,no_safe_option_min60,,,,,,65,Potential,size | great (in any sense) | hence | older | also insolent | aloud | elder(-est) | exceeding(-ly) | far | to be (causatively make ) large (in various senses | as in body | mind | estate | honor | also in pride) | advance | boast | large (literally | figuratively) | great | grew. | magnitude (literally | greatness | stout(-ness). | thread | i.e. a tassel | festoon | fringe | wreath. | Giddel | the name of one of the Nethinim | also of one of 'Solomon's servants' | Giddel.,CC0 | CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-f9020edccd1d,aggadat-bereshit-008,גדלו,גדלו,matched,direct,1,60,0,no_safe_option_min60,,,,,,65,Potential,to be (causatively make ) large (in various senses | as in body | mind | estate | honor | also in pride) | advance | boast | magnitude (literally | figuratively) | greatness | stout(-ness).,CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-ef782cfd50e5,aggadat-bereshit-008,גדלן,גדלנ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-88aeedd8ea0b,aggadat-bereshit-004,גדלת,גדלת,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-3aa9a9f8a3ca,aggadat-bereshit-001,גדלתי,גדלתי,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-e58bb28b8ccb,aggadat-bereshit-007,גדעון,גדעונ,unmatched,unmatched,3,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-bc554c47fe4e,aggadat-bereshit-006,גוא,גוא,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-561cf16763bb,aggadat-bereshit-002,גואלן,גואלנ,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-11a3600a0ab8,aggadat-bereshit-000,גוג,גוג,unmatched,unmatched,6,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-ec38843fd69e,aggadat-bereshit-008,גוזר,גוזר,matched,direct,2,60,0,no_safe_option_min60,,,,,,52,Potential,"to cut, trim, shear | to derive | to decree, issue a decree",CC BY-SA 4.0 / GFDL,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-e5a891a66b90,aggadat-bereshit-007,גויי,גויי,matched,direct,1,60,0,no_safe_option_min60,,,,,,65,Potential,"goy, non-Jew | goy | a foreign nation | hence | a Gentile | also (figuratively) a troop of animals | a flight of locusts | Gentile | heathen | nation",CC0 | CC BY 4.0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-81b1393dbaff,aggadat-bereshit-004,גוים,גוימ,matched,direct,4,60,93,safe_options_min60,Strict Hebrew,"goy, non-Jew | goy",Wikidata Lexeme,L64457,CC0,93,Strict Hebrew | Potential,"goy, non-Jew | goy",CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-d3aa9e7b2ef2,aggadat-bereshit-007,גולגליאות,גולגליאות,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-2dc62474fe0e,aggadat-bereshit-001,גולגלתו,גולגלתו,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-13125c0b790e,aggadat-bereshit-000,גונב,גונב,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-ce2e62dda650,aggadat-bereshit-007,גונבים,גונבימ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-51adc113a08b,aggadat-bereshit-002,גונבת,גונבת,unmatched,unmatched,3,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-1ba061980ec0,aggadat-bereshit-000,גוער,גוער,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-8a8863142467,aggadat-bereshit-004,גוף,גופ,matched,direct,1,60,93,safe_options_min60,Strict Hebrew,"grammatical person, grammatical category | person",Wikidata Lexeme,L64467,CC0,93,Strict Hebrew | Potential,"grammatical person, grammatical category | person",CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-d75e7ad69a00,aggadat-bereshit-007,גופו,גופו,matched,direct,1,60,0,no_safe_option_min60,,,,,,52,Potential,"body (physical structure of a person or animal) | body (physical part of a person, as opposed to his soul) | corps, organisation, institution (group of people)",CC BY-SA 4.0 / GFDL,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-bb70a318f0cd,aggadat-bereshit-006,גופי,גופי,matched,direct,1,60,0,no_safe_option_min60,,,,,,63,Potential,"grammatical person, grammatical category | person",CC0,"Matched rows exist, but none meet the >=60% safe AI export threshold. Do not infer a definition.",true
aggadat-bereshit,Aggadat Bereshit,tok-e0fad0353a0c,aggadat-bereshit-007,גופר,גופר,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-86170522cda4,aggadat-bereshit-004,גור,גור,unmatched,unmatched,6,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-3b5dff58b552,aggadat-bereshit-002,גורל,גורל,matched,direct,1,60,93,safe_options_min60,Strict Hebrew,"destiny, predetermined course of events | destiny",Wikidata Lexeme,L64474,CC0,93,Strict Hebrew | Potential,"destiny, predetermined course of events | destiny",CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-eb1a44fc9320,aggadat-bereshit-008,גורמים,גורמימ,matched,direct,1,60,0,matched_no_public_claim_exported,,,,,,0,,,,"Token is matched internally, but no public source-backed rendering row was exported.",true
aggadat-bereshit,Aggadat Bereshit,tok-3058d887c361,aggadat-bereshit-001,גזירה,גזירה,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-e309f9e48a5b,aggadat-bereshit-007,גזר,גזר,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-7672649e1257,aggadat-bereshit-004,גזרה,גזרה,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-e107ac69f463,aggadat-bereshit-007,גחלים,גחלימ,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-c64cf8d16c69,aggadat-bereshit-006,גיא,גיא,matched,direct,4,60,93,safe_options_min60,Strict Hebrew,"ravine, very small valley, which is often the product of streamcutting erosion | ravine",Wikidata Lexeme,L64490,CC0,93,Strict Hebrew | Potential,"ravine, very small valley, which is often the product of streamcutting erosion | ravine",CC0,Use safe_export_* columns for >=60% AI workflow options; this is not a translation.,true
aggadat-bereshit,Aggadat Bereshit,tok-d46bef919001,aggadat-bereshit-007,גיבורי,גיבורי,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-2d9b9829f571,aggadat-bereshit-001,גיבורים,גיבורימ,unmatched,unmatched,2,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
aggadat-bereshit,Aggadat Bereshit,tok-5a9ceca4370f,aggadat-bereshit-003,גידול,גידול,unmatched,unmatched,1,60,0,unresolved,,,,,,0,,,,No lexical entry yet.,true
